Stkcd,ShortName,Accper,Typrep,C001014000,Year
603256,宏和科技,2022-12-31,A,106879041.74,2022
603256,宏和科技,2023-12-31,A,115662511.8,2023
603256,宏和科技,2024-12-31,A,95526848.36,2024
603260,合盛硅业,2019-12-31,A,2645716980.19,2019
603260,合盛硅业,2020-12-31,A,2701711429.5,2020
603260,合盛硅业,2021-12-31,A,5714568415.53,2021
603260,合盛硅业,2022-12-31,A,9558829519.05,2022
603260,合盛硅业,2023-12-31,A,12117991043.76,2023
603260,合盛硅业,2024-12-31,A,12887546841.56,2024
603261,立航科技,2021-12-31,A,143239268.44,2021
603261,立航科技,2022-12-31,A,200106001.74,2022
603261,立航科技,2023-12-31,A,142113597.09,2023
603261,立航科技,2024-12-31,A,232798326.07,2024
603266,天龙股份,2019-12-31,A,558160628.32,2019
603266,天龙股份,2020-12-31,A,597131973.27,2020
603266,天龙股份,2021-12-31,A,799082880.23,2021
603266,天龙股份,2022-12-31,A,901548390.15,2022
603266,天龙股份,2023-12-31,A,870523953.88,2023
603266,天龙股份,2024-12-31,A,889404842.14,2024
603267,鸿远电子,2019-12-31,A,467941300.27,2019
603267,鸿远电子,2020-12-31,A,702413480.48,2020
603267,鸿远电子,2021-12-31,A,1082445103.24,2021
603267,鸿远电子,2022-12-31,A,1321109829.52,2022
603267,鸿远电子,2023-12-31,A,1246537591.25,2023
603267,鸿远电子,2024-12-31,A,787292447.82,2024
603268,松发股份,2019-12-31,A,329168918.24,2019
603268,松发股份,2020-12-31,A,236134847.66,2020
603268,松发股份,2021-12-31,A,280745077.11,2021
603268,松发股份,2022-12-31,A,202251233.65,2022
603268,松发股份,2023-12-31,A,158675907.24,2023
603268,松发股份,2024-12-31,A,195496419.64,2024
603269,海鸥股份,2019-12-31,A,351530327.06,2019
603269,海鸥股份,2020-12-31,A,449514706.86,2020
603269,海鸥股份,2021-12-31,A,596751688.99,2021
603269,海鸥股份,2022-12-31,A,744147981.92,2022
603269,海鸥股份,2023-12-31,A,804123979.42,2023
603269,海鸥股份,2024-12-31,A,665118592.15,2024
603270,金帝股份,2023-12-31,A,477965248.47,2023
603270,金帝股份,2024-12-31,A,590854963.43,2024
603271,永杰新材,2024-12-31,A,5857665422.62,2024
603272,联翔股份,2022-12-31,A,119012841.48,2022
603272,联翔股份,2023-12-31,A,97028035.59,2023
603272,联翔股份,2024-12-31,A,143943715.07,2024
603273,天元智能,2023-12-31,A,504711077.27,2023
603273,天元智能,2024-12-31,A,503734158.7,2024
603275,众辰科技,2023-12-31,A,36294315.79,2023
603275,众辰科技,2024-12-31,A,35807420.14,2024
603276,恒兴新材,2023-12-31,A,467960675.77,2023
603276,恒兴新材,2024-12-31,A,703190980.35,2024
603277,银都股份,2019-12-31,A,1042101434.38,2019
603277,银都股份,2020-12-31,A,989369038.42,2020
603277,银都股份,2021-12-31,A,1987588731.52,2021
603277,银都股份,2022-12-31,A,1627867082.96,2022
603277,银都股份,2023-12-31,A,1311927401.94,2023
603277,银都股份,2024-12-31,A,1513641518.0,2024
603278,大业股份,2019-12-31,A,1816980812.88,2019
603278,大业股份,2020-12-31,A,2327740032.39,2020
603278,大业股份,2021-12-31,A,3652674902.38,2021
603278,大业股份,2022-12-31,A,4442566707.62,2022
603278,大业股份,2023-12-31,A,3370430534.27,2023
603278,大业股份,2024-12-31,A,3412131275.59,2024
603279,景津环保,2019-12-31,A,1353581560.18,2019
603279,景津环保,2020-12-31,A,1249833612.7,2020
603279,景津环保,2021-12-31,A,1807310025.17,2021
603279,景津装备,2022-12-31,A,2179517226.85,2022
603279,景津装备,2023-12-31,A,2359252901.18,2023
603279,景津装备,2024-12-31,A,1615916768.61,2024
603280,南方路机,2022-12-31,A,830208174.15,2022
603280,南方路机,2023-12-31,A,861427021.08,2023
603280,南方路机,2024-12-31,A,758409100.51,2024
603281,江瀚新材,2022-12-31,A,1216859699.11,2022
603281,江瀚新材,2023-12-31,A,943340163.85,2023
603281,江瀚新材,2024-12-31,A,876995285.03,2024
603282,亚光股份,2023-12-31,A,630322861.74,2023
603282,亚光股份,2024-12-31,A,253585907.0,2024
603283,赛腾股份,2019-12-31,A,525817185.06,2019
603283,赛腾股份,2020-12-31,A,858658036.82,2020
603283,赛腾股份,2021-12-31,A,1494617815.85,2021
603283,赛腾股份,2022-12-31,A,1958575616.94,2022
603283,赛腾股份,2023-12-31,A,1823707358.28,2023
603283,赛腾股份,2024-12-31,A,1735915891.09,2024
603285,键邦股份,2024-12-31,A,311328974.85,2024
603286,日盈电子,2019-12-31,A,197640807.5,2019
603286,日盈电子,2020-12-31,A,223956384.29,2020
603286,日盈电子,2021-12-31,A,336293829.92,2021
603286,日盈电子,2022-12-31,A,404491153.06,2022
603286,日盈电子,2023-12-31,A,347053166.26,2023
603286,日盈电子,2024-12-31,A,400229395.35,2024
603288,海天味业,2019-12-31,A,12039415284.5,2019
603288,海天味业,2020-12-31,A,13992984691.51,2020
603288,海天味业,2021-12-31,A,16119434988.54,2021
603288,海天味业,2022-12-31,A,17269684657.24,2022
603288,海天味业,2023-12-31,A,16627621676.07,2023
603288,海天味业,2024-12-31,A,17095646673.6,2024
603289,泰瑞机器,2019-12-31,A,395426229.28,2019
603289,泰瑞机器,2020-12-31,A,453013106.89,2020
603289,泰瑞机器,2021-12-31,A,563662995.37,2021
603289,泰瑞机器,2022-12-31,A,673783457.94,2022
603289,泰瑞机器,2023-12-31,A,584808173.79,2023
603289,泰瑞机器,2024-12-31,A,521495419.09,2024
603290,斯达半导,2019-12-31,A,543099018.79,2019
603290,斯达半导,2020-12-31,A,674097741.82,2020
603290,斯达半导,2021-12-31,A,1049900989.75,2021
603290,斯达半导,2022-12-31,A,1615152637.91,2022
603290,斯达半导,2023-12-31,A,2931077725.59,2023
603290,斯达半导,2024-12-31,A,1606102348.94,2024
603296,华勤技术,2023-12-31,A,72425205783.7,2023
603296,华勤技术,2024-12-31,A,100315233597.78,2024
603297,永新光学,2019-12-31,A,278787074.5,2019
603297,永新光学,2020-12-31,A,267204997.57,2020
603297,永新光学,2021-12-31,A,409230269.15,2021
603297,永新光学,2022-12-31,A,423969469.18,2022
603297,永新光学,2023-12-31,A,410238213.71,2023
603297,永新光学,2024-12-31,A,450388207.62,2024
603298,杭叉集团,2019-12-31,A,4534735801.06,2019
603298,杭叉集团,2020-12-31,A,6598496282.27,2020
603298,杭叉集团,2021-12-31,A,10141118856.67,2021
603298,杭叉集团,2022-12-31,A,9992946656.17,2022
603298,杭叉集团,2023-12-31,A,10349229975.14,2023
603298,杭叉集团,2024-12-31,A,9149464479.62,2024
603299,苏盐井神,2019-12-31,A,1837075462.06,2019
603299,苏盐井神,2020-12-31,A,1603210952.51,2020
603299,苏盐井神,2021-12-31,A,2358873956.5,2021
603299,苏盐井神,2022-12-31,A,2624254831.83,2022
603299,苏盐井神,2023-12-31,A,2201782829.35,2023
603299,苏盐井神,2024-12-31,A,2148625980.42,2024
603301,振德医疗,2019-12-31,A,1156596364.61,2019
603301,振德医疗,2020-12-31,A,6245307851.93,2020
603301,振德医疗,2021-12-31,A,3107188763.88,2021
603301,振德医疗,2022-12-31,A,3998428267.12,2022
603301,振德医疗,2023-12-31,A,2717144418.55,2023
603301,振德医疗,2024-12-31,A,2568648209.51,2024
603303,得邦照明,2019-12-31,A,3560397241.36,2019
603303,得邦照明,2020-12-31,A,3936169723.95,2020
603303,得邦照明,2021-12-31,A,4828462990.22,2021
603303,得邦照明,2022-12-31,A,4044636208.91,2022
603303,得邦照明,2023-12-31,A,3773132846.79,2023
603303,得邦照明,2024-12-31,A,3547848794.61,2024
603305,旭升股份,2019-12-31,A,709588444.35,2019
603305,旭升股份,2020-12-31,A,832833402.35,2020
603305,旭升股份,2021-12-31,A,1941406651.2,2021
603305,旭升集团,2022-12-31,A,3663139084.17,2022
603305,旭升集团,2023-12-31,A,3297091587.13,2023
603305,旭升集团,2024-12-31,A,2990625091.72,2024
603306,华懋科技,2019-12-31,A,345266550.57,2019
603306,华懋科技,2020-12-31,A,342503513.86,2020
603306,华懋科技,2021-12-31,A,617807643.88,2021
603306,华懋科技,2022-12-31,A,780417089.66,2022
603306,华懋科技,2023-12-31,A,951189425.11,2023
603306,华懋科技,2024-12-31,A,835480376.09,2024
603307,扬州金泉,2022-12-31,A,779437838.8,2022
603307,扬州金泉,2023-12-31,A,633521972.13,2023
603307,扬州金泉,2024-12-31,A,531569091.05,2024
603308,应流股份,2019-12-31,A,1126030784.12,2019
603308,应流股份,2020-12-31,A,904151531.8,2020
603308,应流股份,2021-12-31,A,1203459140.25,2021
603308,应流股份,2022-12-31,A,1113284195.8,2022
603308,应流股份,2023-12-31,A,1128883545.08,2023
603308,应流股份,2024-12-31,A,1018557413.58,2024
603309,维力医疗,2019-12-31,A,471216507.81,2019
603309,维力医疗,2020-12-31,A,559574638.05,2020
603309,维力医疗,2021-12-31,A,531967373.46,2021
603309,维力医疗,2022-12-31,A,624141117.68,2022
603309,维力医疗,2023-12-31,A,652202741.98,2023
603309,维力医疗,2024-12-31,A,726503946.03,2024
603310,巍华新材,2024-12-31,A,491629838.88,2024
603311,金海环境,2019-12-31,A,249335281.01,2019
603311,金海高科,2020-12-31,A,409491379.37,2020
603311,金海高科,2021-12-31,A,499534951.02,2021
603311,金海高科,2022-12-31,A,412469098.99,2022
603311,金海高科,2023-12-31,A,416392289.49,2023
603311,金海高科,2024-12-31,A,616893032.72,2024
603312,西典新能,2023-12-31,A,826644828.79,2023
603312,西典新能,2024-12-31,A,828825016.97,2024
603313,梦百合,2019-12-31,A,2548688195.12,2019
603313,梦百合,2020-12-31,A,4469160236.56,2020
603313,梦百合,2021-12-31,A,5763864710.48,2021
603313,梦百合,2022-12-31,A,5079128939.27,2022
603313,梦百合,2023-12-31,A,4434786908.53,2023
603313,梦百合,2024-12-31,A,4822837586.08,2024
603315,福鞍股份,2019-12-31,A,559845216.15,2019
603315,福鞍股份,2020-12-31,A,545878530.38,2020
603315,福鞍股份,2021-12-31,A,853518085.96,2021
603315,福鞍股份,2022-12-31,A,818800937.58,2022
603315,福鞍股份,2023-12-31,A,829604272.9,2023
603315,福鞍股份,2024-12-31,A,925518849.51,2024
603317,天味食品,2019-12-31,A,1170596741.97,2019
603317,天味食品,2020-12-31,A,1638303306.31,2020
603317,天味食品,2021-12-31,A,1502964116.66,2021
603317,天味食品,2022-12-31,A,1822840832.67,2022
603317,天味食品,2023-12-31,A,1807834707.6,2023
603317,天味食品,2024-12-31,A,1932552776.19,2024
603319,湘油泵,2019-12-31,A,229400503.21,2019
603319,湘油泵,2020-12-31,A,363363418.05,2020
603319,湘油泵,2021-12-31,A,603473039.54,2021
603319,湘油泵,2022-12-31,A,613417179.65,2022
603319,湘油泵,2023-12-31,A,690185165.78,2023
603319,湘油泵,2024-12-31,A,728148159.76,2024
603320,迪贝电气,2019-12-31,A,208346489.23,2019
603320,迪贝电气,2020-12-31,A,219571480.1,2020
603320,迪贝电气,2021-12-31,A,376460036.86,2021
603320,迪贝电气,2022-12-31,A,338443317.79,2022
603320,迪贝电气,2023-12-31,A,378712925.66,2023
603320,迪贝电气,2024-12-31,A,418617831.62,2024
603321,梅轮电梯,2019-12-31,A,661425431.28,2019
603321,梅轮电梯,2020-12-31,A,558366769.71,2020
603321,梅轮电梯,2021-12-31,A,806189475.7,2021
603321,梅轮电梯,2022-12-31,A,667600101.19,2022
603321,梅轮电梯,2023-12-31,A,548507299.49,2023
603321,梅轮电梯,2024-12-31,A,444730735.04,2024
603324,盛剑环境,2021-12-31,A,542807148.32,2021
603324,盛剑环境,2022-12-31,A,726519923.44,2022
603324,盛剑环境,2023-12-31,A,952555661.59,2023
603324,盛剑科技,2024-12-31,A,1133779228.56,2024
603325,博隆技术,2023-12-31,A,861323523.71,2023
603325,博隆技术,2024-12-31,A,957323252.1,2024
603326,我乐家居,2019-12-31,A,789124130.94,2019
603326,我乐家居,2020-12-31,A,751243684.86,2020
603326,我乐家居,2021-12-31,A,1107170967.78,2021
603326,我乐家居,2022-12-31,A,931130095.9,2022
603326,我乐家居,2023-12-31,A,827164999.29,2023
603326,我乐家居,2024-12-31,A,719532146.52,2024
603327,福蓉科技,2019-12-31,A,911122863.08,2019
603327,福蓉科技,2020-12-31,A,1285288819.94,2020
603327,福蓉科技,2021-12-31,A,1617345809.96,2021
603327,福蓉科技,2022-12-31,A,1715044510.24,2022
603327,福蓉科技,2023-12-31,A,1733398688.41,2023
603327,福蓉科技,2024-12-31,A,1965058927.36,2024
603328,依顿电子,2019-12-31,A,2020036714.16,2019
603328,依顿电子,2020-12-31,A,1704050743.32,2020
603328,依顿电子,2021-12-31,A,2329636736.51,2021
603328,依顿电子,2022-12-31,A,2339758712.28,2022
603328,依顿电子,2023-12-31,A,2117405452.41,2023
603328,依顿电子,2024-12-31,A,2486465473.17,2024
603330,上海天洋,2019-12-31,A,377968567.11,2019
603330,上海天洋,2020-12-31,A,505536327.79,2020
603330,上海天洋,2021-12-31,A,706646231.28,2021
603330,天洋新材,2022-12-31,A,1325687483.65,2022
603330,天洋新材,2023-12-31,A,920052561.4,2023
603330,天洋新材,2024-12-31,A,744674758.37,2024
603331,百达精工,2019-12-31,A,417044465.77,2019
603331,百达精工,2020-12-31,A,419849360.29,2020
603331,百达精工,2021-12-31,A,665005893.82,2021
603331,百达精工,2022-12-31,A,726004646.67,2022
603331,百达精工,2023-12-31,A,731644301.59,2023
603331,百达精工,2024-12-31,A,808491738.02,2024
603332,苏州龙杰,2019-12-31,A,1113479691.99,2019
603332,苏州龙杰,2020-12-31,A,722168107.65,2020
603332,苏州龙杰,2021-12-31,A,889661923.7,2021
603332,苏州龙杰,2022-12-31,A,1125300141.2,2022
603332,苏州龙杰,2023-12-31,A,1484935310.11,2023
603332,苏州龙杰,2024-12-31,A,1577813730.01,2024
603333,尚纬股份,2019-12-31,A,1283397436.74,2019
603333,尚纬股份,2020-12-31,A,1011631235.3,2020
603333,尚纬股份,2021-12-31,A,1492018134.61,2021
603333,尚纬股份,2022-12-31,A,1539535923.47,2022
603333,尚纬股份,2023-12-31,A,1557874384.92,2023
603333,尚纬股份,2024-12-31,A,1328185298.33,2024
603335,迪生力,2019-12-31,A,543450485.07,2019
603335,迪生力,2020-12-31,A,677563369.64,2020
603335,迪生力,2021-12-31,A,1093435727.58,2021
603335,迪生力,2022-12-31,A,1543366643.45,2022
603335,迪生力,2023-12-31,A,1483585264.84,2023
603335,迪生力,2024-12-31,A,990581862.37,2024
603336,宏辉果蔬,2019-12-31,A,766210953.43,2019
603336,宏辉果蔬,2020-12-31,A,912930939.61,2020
603336,宏辉果蔬,2021-12-31,A,958060240.57,2021
603336,宏辉果蔬,2022-12-31,A,1055437705.13,2022
603336,宏辉果蔬,2023-12-31,A,1022667616.7,2023
603336,宏辉果蔬,2024-12-31,A,970245105.61,2024
603337,杰克股份,2019-12-31,A,2500872233.4,2019
603337,杰克股份,2020-12-31,A,1612253444.78,2020
603337,杰克股份,2021-12-31,A,4783290424.08,2021
603337,杰克股份,2022-12-31,A,2973507983.67,2022
603337,杰克股份,2023-12-31,A,2453694556.47,2023
603337,杰克股份,2024-12-31,A,3481423236.89,2024
603338,浙江鼎力,2019-12-31,A,1406348451.21,2019
603338,浙江鼎力,2020-12-31,A,2205202074.85,2020
603338,浙江鼎力,2021-12-31,A,3513748258.52,2021
603338,浙江鼎力,2022-12-31,A,3779971438.35,2022
603338,浙江鼎力,2023-12-31,A,3614572052.27,2023
603338,浙江鼎力,2024-12-31,A,4782348283.51,2024
603339,四方科技,2019-12-31,A,871592863.05,2019
603339,四方科技,2020-12-31,A,778744070.73,2020
603339,四方科技,2021-12-31,A,1658527678.66,2021
603339,四方科技,2022-12-31,A,1584353338.37,2022
603339,四方科技,2023-12-31,A,1592697774.91,2023
603339,四方科技,2024-12-31,A,1696706561.64,2024
603341,龙旗科技,2023-12-31,A,26276551142.35,2023
603341,龙旗科技,2024-12-31,A,47662736051.81,2024
603344,星德胜,2023-12-31,A,838297948.33,2023
603344,星德胜,2024-12-31,A,1125891497.71,2024
603345,安井食品,2019-12-31,A,4177442022.53,2019
603345,安井食品,2020-12-31,A,5600231853.17,2020
603345,安井食品,2021-12-31,A,7391151074.19,2021
603345,安井食品,2022-12-31,A,9895375823.38,2022
603345,安井食品,2023-12-31,A,10897042726.44,2023
603345,安井食品,2024-12-31,A,10868853021.81,2024
603348,文灿股份,2019-12-31,A,762571117.49,2019
603348,文灿股份,2020-12-31,A,1226664751.21,2020
603348,文灿股份,2021-12-31,A,2299237005.84,2021
603348,文灿股份,2022-12-31,A,3245933245.28,2022
603348,文灿股份,2023-12-31,A,3223957644.46,2023
603348,文灿股份,2024-12-31,A,3265797128.75,2024
603350,安乃达,2024-12-31,A,1199283000.06,2024
603351,威尔药业,2019-12-31,A,323751562.31,2019
603351,威尔药业,2020-12-31,A,233607878.85,2020
603351,威尔药业,2021-12-31,A,488426428.14,2021
603351,威尔药业,2022-12-31,A,489180286.3,2022
603351,威尔药业,2023-12-31,A,507396685.75,2023
603351,威尔药业,2024-12-31,A,581184961.33,2024
603355,莱克电气,2019-12-31,A,3575705622.12,2019
603355,莱克电气,2020-12-31,A,4090276938.06,2020
603355,莱克电气,2021-12-31,A,6077905844.74,2021
603355,莱克电气,2022-12-31,A,6716755290.15,2022
603355,莱克电气,2023-12-31,A,5419800826.69,2023
603355,莱克电气,2024-12-31,A,6335872357.01,2024
603356,华菱精工,2019-12-31,A,1236822673.79,2019
603356,华菱精工,2020-12-31,A,1528411155.42,2020
603356,华菱精工,2021-12-31,A,2174363009.32,2021
603356,华菱精工,2022-12-31,A,1635306086.34,2022
603356,华菱精工,2023-12-31,A,1395606872.37,2023
603356,华菱精工,2024-12-31,A,910653170.1,2024
603358,华达科技,2019-12-31,A,3499075264.61,2019
603358,华达科技,2020-12-31,A,2680934781.85,2020
603358,华达科技,2021-12-31,A,3430942164.1,2021
603358,华达科技,2022-12-31,A,3463519710.45,2022
603358,华达科技,2023-12-31,A,3162082427.71,2023
603358,华达科技,2024-12-31,A,2717854270.09,2024
603360,百傲化学,2019-12-31,A,222188598.83,2019
603360,百傲化学,2020-12-31,A,229148824.63,2020
603360,百傲化学,2021-12-31,A,397846330.18,2021
603360,百傲化学,2022-12-31,A,386683756.67,2022
603360,百傲化学,2023-12-31,A,302295248.3,2023
603360,百傲化学,2024-12-31,A,643198923.73,2024
603363,傲农生物,2019-12-31,A,4765108839.65,2019
603363,傲农生物,2020-12-31,A,10258028398.66,2020
603363,傲农生物,2021-12-31,A,16062298155.56,2021
603363,傲农生物,2022-12-31,A,19317265168.88,2022
603363,傲农生物,2023-12-31,A,16872798527.68,2023
603365,水星家纺,2019-12-31,A,2162959092.79,2019
603365,水星家纺,2020-12-31,A,1913541779.45,2020
603365,水星家纺,2021-12-31,A,2730296509.16,2021
603365,水星家纺,2022-12-31,A,2374900307.8,2022
603365,水星家纺,2023-12-31,A,2721294960.32,2023
603365,水星家纺,2024-12-31,A,2752029813.78,2024
603366,日出东方,2019-12-31,A,1330821763.01,2019
603366,日出东方,2020-12-31,A,1773592785.13,2020
603366,日出东方,2021-12-31,A,2032977529.01,2021
603366,日出东方,2022-12-31,A,1997216715.49,2022
603366,日出东方,2023-12-31,A,1709073686.42,2023
603366,日出东方,2024-12-31,A,2071048355.07,2024
603367,辰欣药业,2019-12-31,A,1063264448.41,2019
603367,辰欣药业,2020-12-31,A,850242345.09,2020
603367,辰欣药业,2021-12-31,A,849987472.67,2021
603367,辰欣药业,2022-12-31,A,989506456.99,2022
603367,辰欣药业,2023-12-31,A,1029706603.55,2023
603367,辰欣药业,2024-12-31,A,811199696.44,2024
603369,今世缘,2019-12-31,A,1365751753.22,2019
603369,今世缘,2020-12-31,A,1652886807.83,2020
603369,今世缘,2021-12-31,A,2097114113.2,2021
603369,今世缘,2022-12-31,A,2176955902.59,2022
603369,今世缘,2023-12-31,A,3113800081.09,2023
603369,今世缘,2024-12-31,A,3083896790.35,2024
603375,盛景微,2023-12-31,A,179085686.93,2023
603375,盛景微,2024-12-31,A,120568944.46,2024
603378,亚士创能,2019-12-31,A,953777989.76,2019
603378,亚士创能,2020-12-31,A,1516308666.55,2020
603378,亚士创能,2021-12-31,A,3303127907.0,2021
603378,亚士创能,2022-12-31,A,3065451525.08,2022
603378,亚士创能,2023-12-31,A,1931812965.1,2023
603378,亚士创能,2024-12-31,A,1754138408.04,2024
603379,三美股份,2019-12-31,A,1512794741.02,2019
603379,三美股份,2020-12-31,A,1508709324.79,2020
603379,三美股份,2021-12-31,A,2206641456.08,2021
603379,三美股份,2022-12-31,A,2633652913.35,2022
603379,三美股份,2023-12-31,A,1880693867.74,2023
603379,三美股份,2024-12-31,A,2391395530.79,2024
603380,易德龙,2019-12-31,A,726821260.64,2019
603380,易德龙,2020-12-31,A,946538731.86,2020
603380,易德龙,2021-12-31,A,1448091504.73,2021
603380,易德龙,2022-12-31,A,1682886091.8,2022
603380,易德龙,2023-12-31,A,1458463220.49,2023
603380,易德龙,2024-12-31,A,1580777389.6,2024
603381,永臻股份,2024-12-31,A,8758380782.14,2024
603385,惠达卫浴,2019-12-31,A,1011523162.34,2019
603385,惠达卫浴,2020-12-31,A,798664450.34,2020
603385,惠达卫浴,2021-12-31,A,1715744904.97,2021
603385,惠达卫浴,2022-12-31,A,1857262729.63,2022
603385,惠达卫浴,2023-12-31,A,1725395315.34,2023
603385,惠达卫浴,2024-12-31,A,1851969945.6,2024
603386,广东骏亚,2019-12-31,A,497290726.92,2019
603386,广东骏亚,2020-12-31,A,734908780.53,2020
603386,广东骏亚,2021-12-31,A,923060749.01,2021
603386,骏亚科技,2022-12-31,A,1214907338.14,2022
603386,骏亚科技,2023-12-31,A,1223868103.15,2023
603386,骏亚科技,2024-12-31,A,1030987211.64,2024
603387,基蛋生物,2019-12-31,A,254714536.17,2019
603387,基蛋生物,2020-12-31,A,403467385.43,2020
603387,基蛋生物,2021-12-31,A,516532940.11,2021
603387,基蛋生物,2022-12-31,A,751320135.26,2022
603387,基蛋生物,2023-12-31,A,454273793.5,2023
603387,基蛋生物,2024-12-31,A,249022932.31,2024
603389,亚振家居,2019-12-31,A,122317107.61,2019
603389,亚振家居,2021-12-31,A,141026813.29,2021
603389,亚振家居,2022-12-31,A,93920028.18,2022
603389,亚振家居,2023-12-31,A,87018891.33,2023
603389,亚振家居,2024-12-31,A,86907402.67,2024
603390,通达电气,2019-12-31,A,435998791.66,2019
603390,通达电气,2020-12-31,A,284618747.28,2020
603390,通达电气,2021-12-31,A,203369212.23,2021
603390,通达电气,2022-12-31,A,241302200.57,2022
603390,通达电气,2023-12-31,A,217271211.3,2023
603390,通达电气,2024-12-31,A,241001201.02,2024
603391,力聚热能,2024-12-31,A,474360942.95,2024
603392,万泰生物,2020-12-31,A,484696155.86,2020
603392,万泰生物,2021-12-31,A,940422881.87,2021
603392,万泰生物,2022-12-31,A,1017923942.67,2022
603392,万泰生物,2023-12-31,A,744666540.07,2023
603392,万泰生物,2024-12-31,A,622620315.28,2024
603395,红四方,2024-12-31,A,3064502490.34,2024
603396,金辰股份,2019-12-31,A,259272676.98,2019
603396,金辰股份,2020-12-31,A,410390221.53,2020
603396,金辰股份,2021-12-31,A,778990805.67,2021
603396,金辰股份,2022-12-31,A,974896944.77,2022
603396,金辰股份,2023-12-31,A,1783197553.3,2023
603396,金辰股份,2024-12-31,A,1583946944.7,2024
603398,邦宝益智,2019-12-31,A,406999435.07,2019
603398,邦宝益智,2020-12-31,A,407194926.5,2020
603398,沐邦高科,2021-12-31,A,276537446.73,2021
603398,沐邦高科,2022-12-31,A,272700630.11,2022
603398,沐邦高科,2023-12-31,A,425374024.06,2023
603398,沐邦高科,2024-12-31,A,237347754.34,2024
603399,吉翔股份,2019-12-31,A,2345764441.69,2019
603399,吉翔股份,2020-12-31,A,2691042621.68,2020
603399,吉翔股份,2021-12-31,A,3243619353.14,2021
603399,吉翔股份,2022-12-31,A,6675292083.47,2022
603399,吉翔股份,2023-12-31,A,7276754175.79,2023
603399,永杉锂业,2024-12-31,A,6541779852.82,2024
603408,建霖家居,2020-12-31,A,2477559515.74,2020
603408,建霖家居,2021-12-31,A,3526439240.81,2021
603408,建霖家居,2022-12-31,A,3146232419.75,2022
603408,建霖家居,2023-12-31,A,2618664266.76,2023
603408,建霖家居,2024-12-31,A,3353021492.16,2024
603409,汇通控股,2024-12-31,A,164645512.1,2024
603416,信捷电气,2019-12-31,A,155967505.17,2019
603416,信捷电气,2020-12-31,A,371669300.46,2020
603416,信捷电气,2021-12-31,A,429452018.86,2021
603416,信捷电气,2022-12-31,A,414052458.08,2022
603416,信捷电气,2023-12-31,A,534826632.15,2023
603416,信捷电气,2024-12-31,A,714169110.26,2024
603429,集友股份,2019-12-31,A,308591178.98,2019
603429,集友股份,2020-12-31,A,343912201.38,2020
603429,集友股份,2021-12-31,A,308100546.74,2021
603429,集友股份,2022-12-31,A,466397670.96,2022
603429,集友股份,2023-12-31,A,413267537.42,2023
603429,集友股份,2024-12-31,A,274948505.23,2024
603439,贵州三力,2020-12-31,A,199066109.91,2020
603439,贵州三力,2021-12-31,A,237019225.29,2021
603439,贵州三力,2022-12-31,A,295824902.06,2022
603439,贵州三力,2023-12-31,A,348753272.03,2023
603439,贵州三力,2024-12-31,A,572082427.1,2024
603456,九洲药业,2019-12-31,A,797327223.35,2019
603456,九洲药业,2020-12-31,A,1480331152.3,2020
603456,九洲药业,2021-12-31,A,1995704858.36,2021
603456,九洲药业,2022-12-31,A,2881970197.46,2022
603456,九洲药业,2023-12-31,A,2485962358.63,2023
603456,九洲药业,2024-12-31,A,2402832843.9,2024
603486,科沃斯,2019-12-31,A,3365911337.27,2019
603486,科沃斯,2020-12-31,A,3678865251.03,2020
603486,科沃斯,2021-12-31,A,7098476153.26,2021
603486,科沃斯,2022-12-31,A,7613410612.98,2022
603486,科沃斯,2023-12-31,A,8257634406.11,2023
603486,科沃斯,2024-12-31,A,8800022387.98,2024
603488,展鹏科技,2019-12-31,A,187084947.49,2019
603488,展鹏科技,2020-12-31,A,224454893.76,2020
603488,展鹏科技,2021-12-31,A,309529193.28,2021
603488,展鹏科技,2022-12-31,A,337430985.97,2022
603488,展鹏科技,2023-12-31,A,314001257.58,2023
603488,展鹏科技,2024-12-31,A,284538357.15,2024
603489,八方股份,2019-12-31,A,803224136.84,2019
603489,八方股份,2020-12-31,A,963653003.95,2020
603489,八方股份,2021-12-31,A,1352686893.17,2021
603489,八方股份,2022-12-31,A,1604305163.36,2022
603489,八方股份,2023-12-31,A,1015709991.57,2023
603489,八方股份,2024-12-31,A,944791184.34,2024
603496,恒为科技,2019-12-31,A,236493222.96,2019
603496,恒为科技,2020-12-31,A,492353155.02,2020
603496,恒为科技,2021-12-31,A,560300964.61,2021
603496,恒为科技,2022-12-31,A,554667384.16,2022
603496,恒为科技,2023-12-31,A,540654345.99,2023
603496,恒为科技,2024-12-31,A,878173881.93,2024
603499,翔港科技,2019-12-31,A,210078095.41,2019
603499,翔港科技,2020-12-31,A,363217037.02,2020
603499,翔港科技,2021-12-31,A,423060617.05,2021
603499,翔港科技,2022-12-31,A,469177805.08,2022
603499,翔港科技,2023-12-31,A,499271961.07,2023
603499,翔港科技,2024-12-31,A,549586735.51,2024
603500,祥和实业,2019-12-31,A,127035122.47,2019
603500,祥和实业,2020-12-31,A,84810076.14,2020
603500,祥和实业,2021-12-31,A,278127321.76,2021
603500,祥和实业,2022-12-31,A,426333321.25,2022
603500,祥和实业,2023-12-31,A,368993189.76,2023
603500,祥和实业,2024-12-31,A,404032800.68,2024
603501,韦尔股份,2019-12-31,A,10492345218.39,2019
603501,韦尔股份,2020-12-31,A,15888144378.94,2020
